Codes:,Corporate general partners,Corporate limited partners,Individual general partners,Individual limited partners,Partnership general partners,Partnership limited partners,Tax-exempt organization general partners,Tax-exempt organization limited partners,Nominee and other general partners,Nominee and other limited partners
322121,24296544.3139,36006190.8441,313713.975692,4762145.87881,1735817.34125,10931554.6595,-2328.2742437,-54325.578204,239408.446626,8866396.86696
322122,24296544.3139,36006190.8441,313713.975692,4762145.87881,1735817.34125,10931554.6595,-2328.2742437,-54325.578204,239408.446626,8866396.86696
32213,48593088.6277,72012381.6882,627427.951384,9524291.75762,3471634.6825,21863109.3191,-4656.5484874,-108651.156408,478816.893252,17732793.7339
322130,48593088.6277,72012381.6882,627427.951384,9524291.75762,3471634.6825,21863109.3191,-4656.5484874,-108651.156408,478816.893252,17732793.7339
3222,145779265.883,216037145.065,1882283.85415,28572875.2729,10414904.0475,65589327.9572,-13969.6454622,-325953.469224,1436450.67976,53198381.2018
32221,36444816.4708,54009286.2661,470570.963538,7143218.81821,2603726.01188,16397331.9893,-3492.41136555,-81488.367306,359112.669939,13299595.3004
322211,12148272.1569,18003095.422,156856.987846,2381072.9394,867908.670626,5465777.32977,-1164.13712185,-27162.789102,119704.223313,4433198.43348
322212,12148272.1569,18003095.422,156856.987846,2381072.9394,867908.670626,5465777.32977,-1164.13712185,-27162.789102,119704.223313,4433198.43348
322219,12148272.1569,18003095.422,156856.987846,2381072.9394,867908.670626,5465777.32977,-1164.13712185,-27162.789102,119704.223313,4433198.43348
32222,36444816.4708,54009286.2661,470570.963538,7143218.81821,2603726.01188,16397331.9893,-3492.41136555,-81488.367306,359112.669939,13299595.3004
322220,36444816.4708,54009286.2661,470570.963538,7143218.81821,2603726.01188,16397331.9893,-3492.41136555,-81488.367306,359112.669939,13299595.3004
32223,36444816.4708,54009286.2661,470570.963538,7143218.81821,2603726.01188,16397331.9893,-3492.41136555,-81488.367306,359112.669939,13299595.3004
322230,36444816.4708,54009286.2661,470570.963538,7143218.81821,2603726.01188,16397331.9893,-3492.41136555,-81488.367306,359112.669939,13299595.3004
32229,36444816.4708,54009286.2661,470570.963538,7143218.81821,2603726.01188,16397331.9893,-3492.41136555,-81488.367306,359112.669939,13299595.3004
322291,18222408.2354,27004643.1331,235285.481769,3571609.40911,1301863.00594,8198665.99465,-1746.20568278,-40744.183653,179556.33497,6649797.65022
322299,18222408.2354,27004643.1331,235285.481769,3571609.40911,1301863.00594,8198665.99465,-1746.20568278,-40744.183653,179556.33497,6649797.65022
323,160628750.374,238043293.989,2074018.56162,31483388.4082,11475795.3559,72270440.6817,-15392.6326914,-359156.002908,1582771.57088,58617317.3708
3231,160628750.374,238043293.989,2074018.56162,31483388.4082,11475795.3559,72270440.6817,-15392.6326914,-359156.002908,1582771.57088,58617317.3708
32311,80314375.187,119021646.994,1037009.28081,15741694.2041,5737897.67797,36135220.3408,-7696.3163457,-179578.001454,791385.785438,29308658.6854
323111,26771458.3957,39673882.3314,345669.76027,5247231.40137,1912632.55932,12045073.4469,-2565.4387819,-59859.333818,263795.261813,9769552.89513
323113,26771458.3957,39673882.3314,345669.76027,5247231.40137,1912632.55932,12045073.4469,-2565.4387819,-59859.333818,263795.261813,9769552.89513
323117,26771458.3957,39673882.3314,345669.76027,5247231.40137,1912632.55932,12045073.4469,-2565.4387819,-59859.333818,263795.261813,9769552.89513
32312,80314375.187,119021646.994,1037009.28081,15741694.2041,5737897.67797,36135220.3408,-7696.3163457,-179578.001454,791385.785438,29308658.6854
323120,80314375.187,119021646.994,1037009.28081,15741694.2041,5737897.67797,36135220.3408,-7696.3163457,-179578.001454,791385.785438,29308658.6854
324,5013445221.23,7429660082.12,64732984.7385,982640049.158,358175427.831,2255660301.34,-480425.332509,-11209755.0549,49400487.4585,1829527459.87
3241,5013445221.23,7429660082.12,64732984.7385,982640049.158,358175427.831,2255660301.34,-480425.332509,-11209755.0549,49400487.4585,1829527459.87
32411,5013445221.23,7429660082.12,64732984.7385,982640049.158,358175427.831,2255660301.34,-480425.332509,-11209755.0549,49400487.4585,1829527459.87
324110,5013445221.23,7429660082.12,64732984.7385,982640049.158,358175427.831,2255660301.34,-480425.332509,-11209755.0549,49400487.4585,1829527459.87
325,3888918286.58,5763170770.08,50213232.0162,762231696.501,277835881.241,1749710669.43,-372664.859889,-8695382.01719,38319848.0417,1419160373.86
3251,555559755.226,823310110.012,7173318.85945,108890242.357,39690840.1773,249958667.061,-53237.8371269,-1242197.43103,5474264.00596,202737196.266
32511,111111951.045,164662022.002,1434663.77189,21778048.4714,7938168.03546,49991733.4122,-10647.5674254,-248439.486205,1094852.80119,40547439.2532
325110,111111951.045,164662022.002,1434663.77189,21778048.4714,7938168.03546,49991733.4122,-10647.5674254,-248439.486205,1094852.80119,40547439.2532
32512,111111951.045,164662022.002,1434663.77189,21778048.4714,7938168.03546,49991733.4122,-10647.5674254,-248439.486205,1094852.80119,40547439.2532
325120,111111951.045,164662022.002,1434663.77189,21778048.4714,7938168.03546,49991733.4122,-10647.5674254,-248439.486205,1094852.80119,40547439.2532
32513,111111951.045,164662022.002,1434663.77189,21778048.4714,7938168.03546,49991733.4122,-10647.5674254,-248439.486205,1094852.80119,40547439.2532
325130,111111951.045,164662022.002,1434663.77189,21778048.4714,7938168.03546,49991733.4122,-10647.5674254,-248439.486205,1094852.80119,40547439.2532
32518,111111951.045,164662022.002,1434663.77189,21778048.4714,7938168.03546,49991733.4122,-10647.5674254,-248439.486205,1094852.80119,40547439.2532
325180,111111951.045,164662022.002,1434663.77189,21778048.4714,7938168.03546,49991733.4122,-10647.5674254,-248439.486205,1094852.80119,40547439.2532
32519,111111951.045,164662022.002,1434663.77189,21778048.4714,7938168.03546,49991733.4122,-10647.5674254,-248439.486205,1094852.80119,40547439.2532
325193,37037317.015,54887340.6675,478221.257297,7259349.49048,2646056.01182,16663911.1374,-3549.1891418,-82813.1620685,364950.933731,13515813.0844
325194,37037317.015,54887340.6675,478221.257297,7259349.49048,2646056.01182,16663911.1374,-3549.1891418,-82813.1620685,364950.933731,13515813.0844
325199,37037317.015,54887340.6675,478221.257297,7259349.49048,2646056.01182,16663911.1374,-3549.1891418,-82813.1620685,364950.933731,13515813.0844
3252,555559755.226,823310110.012,7173318.85945,108890242.357,39690840.1773,249958667.061,-53237.8371269,-1242197.43103,5474264.00596,202737196.266
32521,277779877.613,411655055.006,3586659.42973,54445121.1786,19845420.0886,124979333.531,-26618.9185635,-621098.715514,2737132.00298,101368598.133
325211,138889938.806,205827527.503,1793329.71486,27222560.5893,9922710.04432,62489666.7653,-13309.4592817,-310549.357757,1368566.00149,50684299.0665
325212,138889938.806,205827527.503,1793329.71486,27222560.5893,9922710.04432,62489666.7653,-13309.4592817,-310549.357757,1368566.00149,50684299.0665
32522,277779877.613,411655055.006,3586659.42973,54445121.1786,19845420.0886,124979333.531,-26618.9185635,-621098.715514,2737132.00298,101368598.133
325220,277779877.613,411655055.006,3586659.42973,54445121.1786,19845420.0886,124979333.531,-26618.9185635,-621098.715514,2737132.00298,101368598.133
3253,555559755.226,823310110.012,7173318.85945,108890242.357,39690840.1773,249958667.061,-53237.8371269,-1242197.43103,5474264.00596,202737196.266
32531,277779877.613,411655055.006,3586659.42973,54445121.1786,19845420.0886,124979333.531,-26618.9185635,-621098.715514,2737132.00298,101368598.133
325311,92593292.5376,137218351.669,1195553.14324,18148373.7262,6615140.02955,41659777.8435,-8872.97285449,-207032.905171,912377.334327,33789532.711
325312,92593292.5376,137218351.669,1195553.14324,18148373.7262,6615140.02955,41659777.8435,-8872.97285449,-207032.905171,912377.334327,33789532.711
325314,92593292.5376,137218351.669,1195553.14324,18148373.7262,6615140.02955,41659777.8435,-8872.97285449,-207032.905171,912377.334327,33789532.711
32532,277779877.613,411655055.006,3586659.42973,54445121.1786,19845420.0886,124979333.531,-26618.9185635,-621098.715514,2737132.00298,101368598.133
325320,277779877.613,411655055.006,3586659.42973,54445121.1786,19845420.0886,124979333.531,-26618.9185635,-621098.715514,2737132.00298,101368598.133
3254,555559755.226,823310110.012,7173318.85945,108890242.357,39690840.1773,249958667.061,-53237.8371269,-1242197.43103,5474264.00596,202737196.266
32541,555559755.226,823310110.012,7173318.85945,108890242.357,39690840.1773,249958667.061,-53237.8371269,-1242197.43103,5474264.00596,202737196.266
325411,138889938.806,205827527.503,1793329.71486,27222560.5893,9922710.04432,62489666.7653,-13309.4592817,-310549.357757,1368566.00149,50684299.0665
325412,138889938.806,205827527.503,1793329.71486,27222560.5893,9922710.04432,62489666.7653,-13309.4592817,-310549.357757,1368566.00149,50684299.0665
325413,138889938.806,205827527.503,1793329.71486,27222560.5893,9922710.04432,62489666.7653,-13309.4592817,-310549.357757,1368566.00149,50684299.0665
325414,138889938.806,205827527.503,1793329.71486,27222560.5893,9922710.04432,62489666.7653,-13309.4592817,-310549.357757,1368566.00149,50684299.0665
3255,555559755.226,823310110.012,7173318.85945,108890242.357,39690840.1773,249958667.061,-53237.8371269,-1242197.43103,5474264.00596,202737196.266
32551,277779877.613,411655055.006,3586659.42973,54445121.1786,19845420.0886,124979333.531,-26618.9185635,-621098.715514,2737132.00298,101368598.133
325510,277779877.613,411655055.006,3586659.42973,54445121.1786,19845420.0886,124979333.531,-26618.9185635,-621098.715514,2737132.00298,101368598.133
32552,277779877.613,411655055.006,3586659.42973,54445121.1786,19845420.0886,124979333.531,-26618.9185635,-621098.715514,2737132.00298,101368598.133
325520,277779877.613,411655055.006,3586659.42973,54445121.1786,19845420.0886,124979333.531,-26618.9185635,-621098.715514,2737132.00298,101368598.133
3256,555559755.226,823310110.012,7173318.85945,108890242.357,39690840.1773,249958667.061,-53237.8371269,-1242197.43103,5474264.00596,202737196.266
32561,277779877.613,411655055.006,3586659.42973,54445121.1786,19845420.0886,124979333.531,-26618.9185635,-621098.715514,2737132.00298,101368598.133
325611,92593292.5376,137218351.669,1195553.14324,18148373.7262,6615140.02955,41659777.8435,-8872.97285449,-207032.905171,912377.334327,33789532.711
325612,92593292.5376,137218351.669,1195553.14324,18148373.7262,6615140.02955,41659777.8435,-8872.97285449,-207032.905171,912377.334327,33789532.711
325613,92593292.5376,137218351.669,1195553.14324,18148373.7262,6615140.02955,41659777.8435,-8872.97285449,-207032.905171,912377.334327,33789532.711
32562,277779877.613,411655055.006,3586659.42973,54445121.1786,19845420.0886,124979333.531,-26618.9185635,-621098.715514,2737132.00298,101368598.133
325620,277779877.613,411655055.006,3586659.42973,54445121.1786,19845420.0886,124979333.531,-26618.9185635,-621098.715514,2737132.00298,101368598.133
3259,555559755.226,823310110.012,7173318.85945,108890242.357,39690840.1773,249958667.061,-53237.8371269,-1242197.43103,5474264.00596,202737196.266
32591,185186585.075,274436703.337,2391106.28648,36296747.4524,13230280.0591,83319555.6871,-17745.945709,-414065.810342,1824754.66865,67579065.422
325910,185186585.075,274436703.337,2391106.28648,36296747.4524,13230280.0591,83319555.6871,-17745.945709,-414065.810342,1824754.66865,67579065.422
32592,185186585.075,274436703.337,2391106.28648,36296747.4524,13230280.0591,83319555.6871,-17745.945709,-414065.810342,1824754.66865,67579065.422
325920,185186585.075,274436703.337,2391106.28648,36296747.4524,13230280.0591,83319555.6871,-17745.945709,-414065.810342,1824754.66865,67579065.422
32599,185186585.075,274436703.337,2391106.28648,36296747.4524,13230280.0591,83319555.6871,-17745.945709,-414065.810342,1824754.66865,67579065.422
325991,61728861.6917,91478901.1124,797035.428828,12098915.8175,4410093.35303,27773185.229,-5915.31523633,-138021.936781,608251.556218,22526355.1407
325992,61728861.6917,91478901.1124,797035.428828,12098915.8175,4410093.35303,27773185.229,-5915.31523633,-138021.936781,608251.556218,22526355.1407
325998,61728861.6917,91478901.1124,797035.428828,12098915.8175,4410093.35303,27773185.229,-5915.31523633,-138021.936781,608251.556218,22526355.1407
326,302693403.231,448575579.44,3908339.79172,59328195.982,21625316.4081,136188481.776,-29006.3165106,-676803.825953,2982619.93703,110460146.405
3261,151346701.615,224287789.72,1954169.89586,29664097.991,10812658.204,68094240.8878,-14503.1582553,-338401.912977,1491309.96852,55230073.2027
32611,21620957.3736,32041112.8171,279167.12798,4237728.28443,1544665.45772,9727748.69826,-2071.87975075,-48343.1304252,213044.281217,7890010.45753
326111,7206985.79121,10680370.939,93055.7093268,1412576.09481,514888.485907,3242582.89942,-690.626583585,-16114.3768084,71014.7604055,2630003.48584
326112,7206985.79121,10680370.939,93055.7093268,1412576.09481,514888.485907,3242582.89942,-690.626583585,-16114.3768084,71014.7604055,2630003.48584
326113,7206985.79121,10680370.939,93055.7093268,1412576.09481,514888.485907,3242582.89942,-690.626583585,-16114.3768084,71014.7604055,2630003.48584
32612,21620957.3736,32041112.8171,279167.12798,4237728.28443,1544665.45772,9727748.69826,-2071.87975075,-48343.1304252,213044.281217,7890010.45753
326121,10810478.6868,16020556.4086,139583.56399,2118864.14221,772332.728861,4863874.34913,-1035.93987538,-24171.5652126,106522.140608,3945005.22877
326122,10810478.6868,16020556.4086,139583.56399,2118864.14221,772332.728861,4863874.34913,-1035.93987538,-24171.5652126,106522.140608,3945005.22877
32613,21620957.3736,32041112.8171,279167.12798,4237728.28443,1544665.45772,9727748.69826,-2071.87975075,-48343.1304252,213044.281217,7890010.45753
326130,21620957.3736,32041112.8171,279167.12798,4237728.28443,1544665.45772,9727748.69826,-2071.87975075,-48343.1304252,213044.281217,7890010.45753
32614,21620957.3736,32041112.8171,279167.12798,4237728.28443,1544665.45772,9727748.69826,-2071.87975075,-48343.1304252,213044.281217,7890010.45753
326140,21620957.3736,32041112.8171,279167.12798,4237728.28443,1544665.45772,9727748.69826,-2071.87975075,-48343.1304252,213044.281217,7890010.45753
32615,21620957.3736,32041112.8171,279167.12798,4237728.28443,1544665.45772,9727748.69826,-2071.87975075,-48343.1304252,213044.281217,7890010.45753
326150,21620957.3736,32041112.8171,279167.12798,4237728.28443,1544665.45772,9727748.69826,-2071.87975075,-48343.1304252,213044.281217,7890010.45753
32616,21620957.3736,32041112.8171,279167.12798,4237728.28443,1544665.45772,9727748.69826,-2071.87975075,-48343.1304252,213044.281217,7890010.45753
326160,21620957.3736,32041112.8171,279167.12798,4237728.28443,1544665.45772,9727748.69826,-2071.87975075,-48343.1304252,213044.281217,7890010.45753
32619,21620957.3736,32041112.8171,279167.12798,4237728.28443,1544665.45772,9727748.69826,-2071.87975075,-48343.1304252,213044.281217,7890010.45753
326191,10810478.6868,16020556.4086,139583.56399,2118864.14221,772332.728861,4863874.34913,-1035.93987538,-24171.5652126,106522.140608,3945005.22877
326199,10810478.6868,16020556.4086,139583.56399,2118864.14221,772332.728861,4863874.34913,-1035.93987538,-24171.5652126,106522.140608,3945005.22877
3262,151346701.615,224287789.72,1954169.89586,29664097.991,10812658.204,68094240.8878,-14503.1582553,-338401.912977,1491309.96852,55230073.2027
32621,50448900.5385,74762596.5733,651389.965287,9888032.66367,3604219.40135,22698080.2959,-4834.38608509,-112800.637659,497103.322839,18410024.4009
326211,25224450.2692,37381298.2867,325694.982644,4944016.33183,1802109.70067,11349040.148,-2417.19304255,-56400.3188294,248551.661419,9205012.20046
326212,25224450.2692,37381298.2867,325694.982644,4944016.33183,1802109.70067,11349040.148,-2417.19304255,-56400.3188294,248551.661419,9205012.20046
32622,50448900.5385,74762596.5733,651389.965287,9888032.66367,3604219.40135,22698080.2959,-4834.38608509,-112800.637659,497103.322839,18410024.4009
326220,50448900.5385,74762596.5733,651389.965287,9888032.66367,3604219.40135,22698080.2959,-4834.38608509,-112800.637659,497103.322839,18410024.4009
32629,50448900.5385,74762596.5733,651389.965287,9888032.66367,3604219.40135,22698080.2959,-4834.38608509,-112800.637659,497103.322839,18410024.4009
326291,25224450.2692,37381298.2867,325694.982644,4944016.33183,1802109.70067,11349040.148,-2417.19304255,-56400.3188294,248551.661419,9205012.20046
326299,25224450.2692,37381298.2867,325694.982644,4944016.33183,1802109.70067,11349040.148,-2417.19304255,-56400.3188294,248551.661419,9205012.20046
327,212329738.104,314661417.413,2741575.32189,41616831.3567,15169467.5878,95531862.8009,-20347.0030146,-474756.230491,2092212.46097,77484258.6817
3271,42465947.6208,62932283.4827,548315.064379,8323366.27134,3033893.51756,19106372.5602,-4069.40060293,-94951.2460982,418442.492194,15496851.7363
32711,21232973.8104,31466141.7413,274157.532189,4161683.13567,1516946.75878,9553186.28009,-2034.70030146,-47475.6230491,209221.246097,7748425.86817
327110,21232973.8104,31466141.7413,274157.532189,4161683.13567,1516946.75878,9553186.28009,-2034.70030146,-47475.6230491,209221.246097,7748425.86817
32712,21232973.8104,31466141.7413,274157.532189,4161683.13567,1516946.75878,9553186.28009,-2034.70030146,-47475.6230491,209221.246097,7748425.86817
327120,21232973.8104,31466141.7413,274157.532189,4161683.13567,1516946.75878,9553186.28009,-2034.70030146,-47475.6230491,209221.246097,7748425.86817
3272,42465947.6208,62932283.4827,548315.064379,8323366.27134,3033893.51756,19106372.5602,-4069.40060293,-94951.2460982,418442.492194,15496851.7363
32721,42465947.6208,62932283.4827,548315.064379,8323366.27134,3033893.51756,19106372.5602,-4069.40060293,-94951.2460982,418442.492194,15496851.7363
327211,10616486.9052,15733070.8707,137078.766095,2080841.56783,758473.379389,4776593.14004,-1017.35015073,-23737.8115245,104610.623049,3874212.93409
327212,10616486.9052,15733070.8707,137078.766095,2080841.56783,758473.379389,4776593.14004,-1017.35015073,-23737.8115245,104610.623049,3874212.93409
327213,10616486.9052,15733070.8707,137078.766095,2080841.56783,758473.379389,4776593.14004,-1017.35015073,-23737.8115245,104610.623049,3874212.93409
327215,10616486.9052,15733070.8707,137078.766095,2080841.56783,758473.379389,4776593.14004,-1017.35015073,-23737.8115245,104610.623049,3874212.93409
3273,42465947.6208,62932283.4827,548315.064379,8323366.27134,3033893.51756,19106372.5602,-4069.40060293,-94951.2460982,418442.492194,15496851.7363
32731,10616486.9052,15733070.8707,137078.766095,2080841.56783,758473.379389,4776593.14004,-1017.35015073,-23737.8115245,104610.623049,3874212.93409
327310,10616486.9052,15733070.8707,137078.766095,2080841.56783,758473.379389,4776593.14004,-1017.35015073,-23737.8115245,104610.623049,3874212.93409
32732,10616486.9052,15733070.8707,137078.766095,2080841.56783,758473.379389,4776593.14004,-1017.35015073,-23737.8115245,104610.623049,3874212.93409
327320,10616486.9052,15733070.8707,137078.766095,2080841.56783,758473.379389,4776593.14004,-1017.35015073,-23737.8115245,104610.623049,3874212.93409
32733,10616486.9052,15733070.8707,137078.766095,2080841.56783,758473.379389,4776593.14004,-1017.35015073,-23737.8115245,104610.623049,3874212.93409
327331,5308243.4526,7866535.43534,68539.3830473,1040420.78392,379236.689694,2388296.57002,-508.675075366,-11868.9057623,52305.3115243,1937106.46704
327332,5308243.4526,7866535.43534,68539.3830473,1040420.78392,379236.689694,2388296.57002,-508.675075366,-11868.9057623,52305.3115243,1937106.46704
32739,10616486.9052,15733070.8707,137078.766095,2080841.56783,758473.379389,4776593.14004,-1017.35015073,-23737.8115245,104610.623049,3874212.93409
327390,10616486.9052,15733070.8707,137078.766095,2080841.56783,758473.379389,4776593.14004,-1017.35015073,-23737.8115245,104610.623049,3874212.93409
3274,42465947.6208,62932283.4827,548315.064379,8323366.27134,3033893.51756,19106372.5602,-4069.40060293,-94951.2460982,418442.492194,15496851.7363
32741,21232973.8104,31466141.7413,274157.532189,4161683.13567,1516946.75878,9553186.28009,-2034.70030146,-47475.6230491,209221.246097,7748425.86817
327410,21232973.8104,31466141.7413,274157.532189,4161683.13567,1516946.75878,9553186.28009,-2034.70030146,-47475.6230491,209221.246097,7748425.86817
32742,21232973.8104,31466141.7413,274157.532189,4161683.13567,1516946.75878,9553186.28009,-2034.70030146,-47475.6230491,209221.246097,7748425.86817
327420,21232973.8104,31466141.7413,274157.532189,4161683.13567,1516946.75878,9553186.28009,-2034.70030146,-47475.6230491,209221.246097,7748425.86817
3279,42465947.6208,62932283.4827,548315.064379,8323366.27134,3033893.51756,19106372.5602,-4069.40060293,-94951.2460982,418442.492194,15496851.7363
32791,21232973.8104,31466141.7413,274157.532189,4161683.13567,1516946.75878,9553186.28009,-2034.70030146,-47475.6230491,209221.246097,7748425.86817
327910,21232973.8104,31466141.7413,274157.532189,4161683.13567,1516946.75878,9553186.28009,-2034.70030146,-47475.6230491,209221.246097,7748425.86817
32799,21232973.8104,31466141.7413,274157.532189,4161683.13567,1516946.75878,9553186.28009,-2034.70030146,-47475.6230491,209221.246097,7748425.86817
327991,5308243.4526,7866535.43534,68539.3830473,1040420.78392,379236.689694,2388296.57002,-508.675075366,-11868.9057623,52305.3115243,1937106.46704
327992,5308243.4526,7866535.43534,68539.3830473,1040420.78392,379236.689694,2388296.57002,-508.675075366,-11868.9057623,52305.3115243,1937106.46704
327993,5308243.4526,7866535.43534,68539.3830473,1040420.78392,379236.689694,2388296.57002,-508.675075366,-11868.9057623,52305.3115243,1937106.46704
327999,5308243.4526,7866535.43534,68539.3830473,1040420.78392,379236.689694,2388296.57002,-508.675075366,-11868.9057623,52305.3115243,1937106.46704
331,454276373.641,673213506.991,5865560.36105,89038602.8824,32454854.3571,204389025.239,-43532.115786,-1015734.02142,4476258.00392,165776439.808
3313,454276373.641,673213506.991,5865560.36105,89038602.8824,32454854.3571,204389025.239,-43532.115786,-1015734.02142,4476258.00392,165776439.808
33131,454276373.641,673213506.991,5865560.36105,89038602.8824,32454854.3571,204389025.239,-43532.115786,-1015734.02142,4476258.00392,165776439.808
331315,454276373.641,673213506.991,5865560.36105,89038602.8824,32454854.3571,204389025.239,-43532.115786,-1015734.02142,4476258.00392,165776439.808
332,556107986.896,824122560.289,7180397.55899,108997696.288,39730007.4773,250205328.66,-53290.3727329,-1243423.24331,5479666.06194,202937259.267
3322,556107986.896,824122560.289,7180397.55899,108997696.288,39730007.4773,250205328.66,-53290.3727329,-1243423.24331,5479666.06194,202937259.267
33221,556107986.896,824122560.289,7180397.55899,108997696.288,39730007.4773,250205328.66,-53290.3727329,-1243423.24331,5479666.06194,202937259.267
332215,556107986.896,824122560.289,7180397.55899,108997696.288,39730007.4773,250205328.66,-53290.3727329,-1243423.24331,5479666.06194,202937259.267
333,889576543.341,1318305285.57,11486102.3234,174357851.678,63553992.3026,400240235.062,-85245.7916199,-1989038.41836,8765532.07095,324628003.675
3331,127082363.334,188329326.51,1640871.76048,24908264.5254,9079141.75751,57177176.4374,-12177.9702314,-284148.34548,1252218.86728,46375429.0964
33311,42360787.7781,62776442.1699,546957.253495,8302754.84179,3026380.58584,19059058.8125,-4059.32341047,-94716.1151602,417406.289093,15458476.3655
333111,21180393.8891,31388221.0849,273478.626747,4151377.4209,1513190.29292,9529529.40624,-2029.66170523,-47358.0575801,208703.144546,7729238.18273
333112,21180393.8891,31388221.0849,273478.626747,4151377.4209,1513190.29292,9529529.40624,-2029.66170523,-47358.0575801,208703.144546,7729238.18273
33312,42360787.7781,62776442.1699,546957.253495,8302754.84179,3026380.58584,19059058.8125,-4059.32341047,-94716.1151602,417406.289093,15458476.3655
333120,42360787.7781,62776442.1699,546957.253495,8302754.84179,3026380.58584,19059058.8125,-4059.32341047,-94716.1151602,417406.289093,15458476.3655
33313,42360787.7781,62776442.1699,546957.253495,8302754.84179,3026380.58584,19059058.8125,-4059.32341047,-94716.1151602,417406.289093,15458476.3655
333131,21180393.8891,31388221.0849,273478.626747,4151377.4209,1513190.29292,9529529.40624,-2029.66170523,-47358.0575801,208703.144546,7729238.18273
333132,21180393.8891,31388221.0849,273478.626747,4151377.4209,1513190.29292,9529529.40624,-2029.66170523,-47358.0575801,208703.144546,7729238.18273
3332,127082363.334,188329326.51,1640871.76048,24908264.5254,9079141.75751,57177176.4374,-12177.9702314,-284148.34548,1252218.86728,46375429.0964
33324,127082363.334,188329326.51,1640871.76048,24908264.5254,9079141.75751,57177176.4374,-12177.9702314,-284148.34548,1252218.86728,46375429.0964
333241,25416472.6669,37665865.3019,328174.352097,4981652.90508,1815828.3515,11435435.2875,-2435.59404628,-56829.6690961,250443.773456,9275085.81928
333242,25416472.6669,37665865.3019,328174.352097,4981652.90508,1815828.3515,11435435.2875,-2435.59404628,-56829.6690961,250443.773456,9275085.81928
333243,25416472.6669,37665865.3019,328174.352097,4981652.90508,1815828.3515,11435435.2875,-2435.59404628,-56829.6690961,250443.773456,9275085.81928
333244,25416472.6669,37665865.3019,328174.352097,4981652.90508,1815828.3515,11435435.2875,-2435.59404628,-56829.6690961,250443.773456,9275085.81928
333249,25416472.6669,37665865.3019,328174.352097,4981652.90508,1815828.3515,11435435.2875,-2435.59404628,-56829.6690961,250443.773456,9275085.81928
3333,127082363.334,188329326.51,1640871.76048,24908264.5254,9079141.75751,57177176.4374,-12177.9702314,-284148.34548,1252218.86728,46375429.0964
33331,127082363.334,188329326.51,1640871.76048,24908264.5254,9079141.75751,57177176.4374,-12177.9702314,-284148.34548,1252218.86728,46375429.0964
333314,42360787.7781,62776442.1699,546957.253495,8302754.84179,3026380.58584,19059058.8125,-4059.32341047,-94716.1151602,417406.289093,15458476.3655
333316,42360787.7781,62776442.1699,546957.253495,8302754.84179,3026380.58584,19059058.8125,-4059.32341047,-94716.1151602,417406.289093,15458476.3655
333318,42360787.7781,62776442.1699,546957.253495,8302754.84179,3026380.58584,19059058.8125,-4059.32341047,-94716.1151602,417406.289093,15458476.3655
3334,127082363.334,188329326.51,1640871.76048,24908264.5254,9079141.75751,57177176.4374,-12177.9702314,-284148.34548,1252218.86728,46375429.0964
33341,127082363.334,188329326.51,1640871.76048,24908264.5254,9079141.75751,57177176.4374,-12177.9702314,-284148.34548,1252218.86728,46375429.0964
333413,42360787.7781,62776442.1699,546957.253495,8302754.84179,3026380.58584,19059058.8125,-4059.32341047,-94716.1151602,417406.289093,15458476.3655
333414,42360787.7781,62776442.1699,546957.253495,8302754.84179,3026380.58584,19059058.8125,-4059.32341047,-94716.1151602,417406.289093,15458476.3655
333415,42360787.7781,62776442.1699,546957.253495,8302754.84179,3026380.58584,19059058.8125,-4059.32341047,-94716.1151602,417406.289093,15458476.3655
3335,127082363.334,188329326.51,1640871.76048,24908264.5254,9079141.75751,57177176.4374,-12177.9702314,-284148.34548,1252218.86728,46375429.0964
33351,127082363.334,188329326.51,1640871.76048,24908264.5254,9079141.75751,57177176.4374,-12177.9702314,-284148.34548,1252218.86728,46375429.0964
333511,25416472.6669,37665865.3019,328174.352097,4981652.90508,1815828.3515,11435435.2875,-2435.59404628,-56829.6690961,250443.773456,9275085.81928
333514,25416472.6669,37665865.3019,328174.352097,4981652.90508,1815828.3515,11435435.2875,-2435.59404628,-56829.6690961,250443.773456,9275085.81928
333515,25416472.6669,37665865.3019,328174.352097,4981652.90508,1815828.3515,11435435.2875,-2435.59404628,-56829.6690961,250443.773456,9275085.81928
333517,25416472.6669,37665865.3019,328174.352097,4981652.90508,1815828.3515,11435435.2875,-2435.59404628,-56829.6690961,250443.773456,9275085.81928
333519,25416472.6669,37665865.3019,328174.352097,4981652.90508,1815828.3515,11435435.2875,-2435.59404628,-56829.6690961,250443.773456,9275085.81928
3336,127082363.334,188329326.51,1640871.76048,24908264.5254,9079141.75751,57177176.4374,-12177.9702314,-284148.34548,1252218.86728,46375429.0964
33361,127082363.334,188329326.51,1640871.76048,24908264.5254,9079141.75751,57177176.4374,-12177.9702314,-284148.34548,1252218.86728,46375429.0964
333611,31770590.8336,47082331.6274,410217.940121,6227066.13135,2269785.43938,14294294.1094,-3044.49255785,-71037.0863701,313054.71682,11593857.2741
333612,31770590.8336,47082331.6274,410217.940121,6227066.13135,2269785.43938,14294294.1094,-3044.49255785,-71037.0863701,313054.71682,11593857.2741
333613,31770590.8336,47082331.6274,410217.940121,6227066.13135,2269785.43938,14294294.1094,-3044.49255785,-71037.0863701,313054.71682,11593857.2741
