NAICS,Mainframes,PCs,DASDs,Printers,Terminals,Tape drives,Storage devices,System integrators,Communications,Nonelectro medical instruments,Electro medical instruments,Nonmedical instruments,Photocopy and related equipment,Office and accounting equipment,Nuclear fuel,Other fabricated metals,Steam engines,Internal combustion engines,Metalworking machinery,Special industrial machinery,General industrial equipment,Electric transmission and distribution,Light trucks (including utility vehicles),"Other trucks, buses and truck trailers",Autos,Aircraft,Ships and boats,Railroad equipment,Household furniture,Other furniture,Other agricultural machinery,Farm tractors,Other construction machinery,Construction tractors,Mining and oilfield machinery,Service industry machinery,Household appliances,Other electrical,Other,Office,Hospitals,Special care,Medical buildings,Multimerchandise shopping,Food and beverage establishments,Warehouses,Mobile structures,Other commercial,Manufacturing,Electric,Wind and solar,Gas,Petroleum pipelines,Communication,Petroleum and natural gas,Mining,Religious,Educational and vocational,Lodging,Amusement and recreation,Air transportation,Other transportation,Other railroad,Track replacement,Local transit structures,Other land transportation,Farm,Water supply,Sewage and waste disposal,Public safety,Highway and conservation and development,Prepackaged software,Custom software,Own account software,Pharmaceutical and medicine manufacturing,"Chemical manufacturing, ex. pharma and med",Semiconductor and other component manufacturing,Computers and peripheral equipment manufacturing,Communications equipment manufacturing,Navigational and other instruments manufacturing,"Other computer and electronic manufacturing, n.e.c.",Motor vehicles and parts manufacturing,Aerospace products and parts manufacturing,Other manufacturing,Scientific research and development services,Software publishers,Financial and real estate services,Computer systems design and related services,"All other nonmanufacturing, n.e.c.",Private universities and colleges,Other nonprofit institutions,Theatrical movies,Long-lived television programs,Books,Music,Other entertainment originals
[[11114]],8845.87366,274222.0834,0,17691.74732,26537.62098,0,26537.62098,97304.61025,1786866.479,203455.0942,1.16E-09,319442189.6,79612.86294,8845.87366,0,27351441.36,-4.63E-09,2114163.805,1901862.837,0,12755749.82,4511395.566,86424185.65,31376313.87,31898220.42,0,-3.72E-09,2.31E-09,0,1521490.269,941236340.9,331384119,3556041.211,185763.3468,0,2016859.194,0,106150.4839,194556145.3,-1.74E-08,0,-2.42E-12,-2.31E-09,-9.26E-09,2.31E-09,-2.48E-09,0,0,1.74E-08,1.85E-08,43335935.06,9.26E-09,-6.94E-09,-9.26E-09,0,0,0,-4.63E-09,-4.63E-09,0,5.79E-10,-1.55E-10,0,0,0,-6.20E-10,2308109585,0,1.86E-09,0,0,521906.5459,150379.8522,26537.62098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[111140]],8845.87366,274222.0834,0,17691.74732,26537.62098,0,26537.62098,97304.61025,1786866.479,203455.0942,1.16E-09,319442189.6,79612.86294,8845.87366,0,27351441.36,-4.63E-09,2114163.805,1901862.837,0,12755749.82,4511395.566,86424185.65,31376313.87,31898220.42,0,-3.72E-09,2.31E-09,0,1521490.269,941236340.9,331384119,3556041.211,185763.3468,0,2016859.194,0,106150.4839,194556145.3,-1.74E-08,0,-2.42E-12,-2.31E-09,-9.26E-09,2.31E-09,-2.48E-09,0,0,1.74E-08,1.85E-08,43335935.06,9.26E-09,-6.94E-09,-9.26E-09,0,0,0,-4.63E-09,-4.63E-09,0,5.79E-10,-1.55E-10,0,0,0,-6.20E-10,2308109585,0,1.86E-09,0,0,521906.5459,150379.8522,26537.62098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[11115]],8845.87366,274222.0834,0,17691.74732,26537.62098,0,26537.62098,97304.61025,1786866.479,203455.0942,1.16E-09,319442189.6,79612.86294,8845.87366,0,27351441.36,-4.63E-09,2114163.805,1901862.837,0,12755749.82,4511395.566,86424185.65,31376313.87,31898220.42,0,-3.72E-09,2.31E-09,0,1521490.269,941236340.9,331384119,3556041.211,185763.3468,0,2016859.194,0,106150.4839,194556145.3,-1.74E-08,0,-2.42E-12,-2.31E-09,-9.26E-09,2.31E-09,-2.48E-09,0,0,1.74E-08,1.85E-08,43335935.06,9.26E-09,-6.94E-09,-9.26E-09,0,0,0,-4.63E-09,-4.63E-09,0,5.79E-10,-1.55E-10,0,0,0,-6.20E-10,2308109585,0,1.86E-09,0,0,521906.5459,150379.8522,26537.62098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[111150]],8845.87366,274222.0834,0,17691.74732,26537.62098,0,26537.62098,97304.61025,1786866.479,203455.0942,1.16E-09,319442189.6,79612.86294,8845.87366,0,27351441.36,-4.63E-09,2114163.805,1901862.837,0,12755749.82,4511395.566,86424185.65,31376313.87,31898220.42,0,-3.72E-09,2.31E-09,0,1521490.269,941236340.9,331384119,3556041.211,185763.3468,0,2016859.194,0,106150.4839,194556145.3,-1.74E-08,0,-2.42E-12,-2.31E-09,-9.26E-09,2.31E-09,-2.48E-09,0,0,1.74E-08,1.85E-08,43335935.06,9.26E-09,-6.94E-09,-9.26E-09,0,0,0,-4.63E-09,-4.63E-09,0,5.79E-10,-1.55E-10,0,0,0,-6.20E-10,2308109585,0,1.86E-09,0,0,521906.5459,150379.8522,26537.62098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[11116]],8845.87366,274222.0834,0,17691.74732,26537.62098,0,26537.62098,97304.61025,1786866.479,203455.0942,1.16E-09,319442189.6,79612.86294,8845.87366,0,27351441.36,-4.63E-09,2114163.805,1901862.837,0,12755749.82,4511395.566,86424185.65,31376313.87,31898220.42,0,-3.72E-09,2.31E-09,0,1521490.269,941236340.9,331384119,3556041.211,185763.3468,0,2016859.194,0,106150.4839,194556145.3,-1.74E-08,0,-2.42E-12,-2.31E-09,-9.26E-09,2.31E-09,-2.48E-09,0,0,1.74E-08,1.85E-08,43335935.06,9.26E-09,-6.94E-09,-9.26E-09,0,0,0,-4.63E-09,-4.63E-09,0,5.79E-10,-1.55E-10,0,0,0,-6.20E-10,2308109585,0,1.86E-09,0,0,521906.5459,150379.8522,26537.62098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[111160]],8845.87366,274222.0834,0,17691.74732,26537.62098,0,26537.62098,97304.61025,1786866.479,203455.0942,1.16E-09,319442189.6,79612.86294,8845.87366,0,27351441.36,-4.63E-09,2114163.805,1901862.837,0,12755749.82,4511395.566,86424185.65,31376313.87,31898220.42,0,-3.72E-09,2.31E-09,0,1521490.269,941236340.9,331384119,3556041.211,185763.3468,0,2016859.194,0,106150.4839,194556145.3,-1.74E-08,0,-2.42E-12,-2.31E-09,-9.26E-09,2.31E-09,-2.48E-09,0,0,1.74E-08,1.85E-08,43335935.06,9.26E-09,-6.94E-09,-9.26E-09,0,0,0,-4.63E-09,-4.63E-09,0,5.79E-10,-1.55E-10,0,0,0,-6.20E-10,2308109585,0,1.86E-09,0,0,521906.5459,150379.8522,26537.62098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[11119]],8845.87366,274222.0834,0,17691.74732,26537.62098,0,26537.62098,97304.61025,1786866.479,203455.0942,1.16E-09,319442189.6,79612.86294,8845.87366,0,27351441.36,-4.63E-09,2114163.805,1901862.837,0,12755749.82,4511395.566,86424185.65,31376313.87,31898220.42,0,-3.72E-09,2.31E-09,0,1521490.269,941236340.9,331384119,3556041.211,185763.3468,0,2016859.194,0,106150.4839,194556145.3,-1.74E-08,0,-2.42E-12,-2.31E-09,-9.26E-09,2.31E-09,-2.48E-09,0,0,1.74E-08,1.85E-08,43335935.06,9.26E-09,-6.94E-09,-9.26E-09,0,0,0,-4.63E-09,-4.63E-09,0,5.79E-10,-1.55E-10,0,0,0,-6.20E-10,2308109585,0,1.86E-09,0,0,521906.5459,150379.8522,26537.62098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[111191]],4422.93683,137111.0417,0,8845.87366,13268.81049,0,13268.81049,48652.30513,893433.2396,101727.5471,5.81E-10,159721094.8,39806.43147,4422.93683,0,13675720.68,-2.31E-09,1057081.902,950931.4184,0,6377874.909,2255697.783,43212092.83,15688156.94,15949110.21,0,-1.86E-09,1.16E-09,0,760745.1347,470618170.4,165692059.5,1778020.606,92881.67342,0,1008429.597,0,53075.24196,97278072.63,-8.68E-09,0,-1.21E-12,-1.16E-09,-4.63E-09,1.16E-09,-1.24E-09,0,0,8.68E-09,9.26E-09,21667967.53,4.63E-09,-3.47E-09,-4.63E-09,0,0,0,-2.31E-09,-2.31E-09,0,2.89E-10,-7.75E-11,0,0,0,-3.10E-10,1154054792,0,9.30E-10,0,0,260953.273,75189.92611,13268.81049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[111199]],4422.93683,137111.0417,0,8845.87366,13268.81049,0,13268.81049,48652.30513,893433.2396,101727.5471,5.81E-10,159721094.8,39806.43147,4422.93683,0,13675720.68,-2.31E-09,1057081.902,950931.4184,0,6377874.909,2255697.783,43212092.83,15688156.94,15949110.21,0,-1.86E-09,1.16E-09,0,760745.1347,470618170.4,165692059.5,1778020.606,92881.67342,0,1008429.597,0,53075.24196,97278072.63,-8.68E-09,0,-1.21E-12,-1.16E-09,-4.63E-09,1.16E-09,-1.24E-09,0,0,8.68E-09,9.26E-09,21667967.53,4.63E-09,-3.47E-09,-4.63E-09,0,0,0,-2.31E-09,-2.31E-09,0,2.89E-10,-7.75E-11,0,0,0,-3.10E-10,1154054792,0,9.30E-10,0,0,260953.273,75189.92611,13268.81049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[1112]],61921.11562,1919554.584,0,123842.2312,185763.3468,0,185763.3468,681132.2718,12508065.35,1424185.659,8.14E-09,2236095327,557290.0405,61921.11562,0,191460089.5,-3.24E-08,14799146.63,13313039.86,0,89290248.72,31579768.96,604969299.6,219634197.1,223287542.9,0,-2.60E-08,1.62E-08,0,10650431.89,6588654386,2319688833,24892288.48,1300343.428,0,14118014.36,0,743053.3874,1361893017,-1.22E-07,0,-1.70E-11,-1.62E-08,-6.48E-08,1.62E-08,-1.74E-08,0,0,1.22E-07,1.30E-07,303351545.4,6.48E-08,-4.86E-08,-6.48E-08,0,0,0,-3.24E-08,-3.24E-08,0,4.05E-09,-1.08E-09,0,0,0,-4.34E-09,16156767092,0,1.30E-08,0,0,3653345.821,1052658.965,185763.3468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[11121]],61921.11562,1919554.584,0,123842.2312,185763.3468,0,185763.3468,681132.2718,12508065.35,1424185.659,8.14E-09,2236095327,557290.0405,61921.11562,0,191460089.5,-3.24E-08,14799146.63,13313039.86,0,89290248.72,31579768.96,604969299.6,219634197.1,223287542.9,0,-2.60E-08,1.62E-08,0,10650431.89,6588654386,2319688833,24892288.48,1300343.428,0,14118014.36,0,743053.3874,1361893017,-1.22E-07,0,-1.70E-11,-1.62E-08,-6.48E-08,1.62E-08,-1.74E-08,0,0,1.22E-07,1.30E-07,303351545.4,6.48E-08,-4.86E-08,-6.48E-08,0,0,0,-3.24E-08,-3.24E-08,0,4.05E-09,-1.08E-09,0,0,0,-4.34E-09,16156767092,0,1.30E-08,0,0,3653345.821,1052658.965,185763.3468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[111211]],30960.55781,959777.2921,0,61921.11562,92881.67342,0,92881.67342,340566.1359,6254032.677,712092.8296,4.07E-09,1118047664,278645.0203,30960.55781,0,95730044.74,-1.62E-08,7399573.316,6656519.929,0,44645124.36,15789884.48,302484649.8,109817098.5,111643771.5,0,-1.30E-08,8.10E-09,0,5325215.943,3294327193,1159844417,12446144.24,650171.714,0,7059007.18,0,371526.6937,680946508.4,-6.08E-08,0,-8.48E-12,-8.10E-09,-3.24E-08,8.10E-09,-8.68E-09,0,0,6.08E-08,6.48E-08,151675772.7,3.24E-08,-2.43E-08,-3.24E-08,0,0,0,-1.62E-08,-1.62E-08,0,2.03E-09,-5.42E-10,0,0,0,-2.17E-09,8078383546,0,6.51E-09,0,0,1826672.911,526329.4827,92881.67342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[111219]],30960.55781,959777.2921,0,61921.11562,92881.67342,0,92881.67342,340566.1359,6254032.677,712092.8296,4.07E-09,1118047664,278645.0203,30960.55781,0,95730044.74,-1.62E-08,7399573.316,6656519.929,0,44645124.36,15789884.48,302484649.8,109817098.5,111643771.5,0,-1.30E-08,8.10E-09,0,5325215.943,3294327193,1159844417,12446144.24,650171.714,0,7059007.18,0,371526.6937,680946508.4,-6.08E-08,0,-8.48E-12,-8.10E-09,-3.24E-08,8.10E-09,-8.68E-09,0,0,6.08E-08,6.48E-08,151675772.7,3.24E-08,-2.43E-08,-3.24E-08,0,0,0,-1.62E-08,-1.62E-08,0,2.03E-09,-5.42E-10,0,0,0,-2.17E-09,8078383546,0,6.51E-09,0,0,1826672.911,526329.4827,92881.67342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[1113]],61921.11562,1919554.584,0,123842.2312,185763.3468,0,185763.3468,681132.2718,12508065.35,1424185.659,8.14E-09,2236095327,557290.0405,61921.11562,0,191460089.5,-3.24E-08,14799146.63,13313039.86,0,89290248.72,31579768.96,604969299.6,219634197.1,223287542.9,0,-2.60E-08,1.62E-08,0,10650431.89,6588654386,2319688833,24892288.48,1300343.428,0,14118014.36,0,743053.3874,1361893017,-1.22E-07,0,-1.70E-11,-1.62E-08,-6.48E-08,1.62E-08,-1.74E-08,0,0,1.22E-07,1.30E-07,303351545.4,6.48E-08,-4.86E-08,-6.48E-08,0,0,0,-3.24E-08,-3.24E-08,0,4.05E-09,-1.08E-09,0,0,0,-4.34E-09,16156767092,0,1.30E-08,0,0,3653345.821,1052658.965,185763.3468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[11131]],20640.37187,639851.528,0,41280.74374,61921.11562,0,61921.11562,227044.0906,4169355.118,474728.5531,2.71E-09,745365109,185763.3468,20640.37187,0,63820029.83,-1.08E-08,4933048.877,4437679.953,0,29763416.24,10526589.65,201656433.2,73211399.03,74429180.97,0,-8.68E-09,5.40E-09,0,3550143.962,2196218129,773229611.1,8297429.493,433447.8093,0,4706004.787,0,247684.4625,453964339,-4.05E-08,0,-5.65E-12,-5.40E-09,-2.16E-08,5.40E-09,-5.79E-09,0,0,4.05E-08,4.32E-08,101117181.8,2.16E-08,-1.62E-08,-2.16E-08,0,0,0,-1.08E-08,-1.08E-08,0,1.35E-09,-3.62E-10,0,0,0,-1.45E-09,5385589031,0,4.34E-09,0,0,1217781.94,350886.3218,61921.11562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[111310]],20640.37187,639851.528,0,41280.74374,61921.11562,0,61921.11562,227044.0906,4169355.118,474728.5531,2.71E-09,745365109,185763.3468,20640.37187,0,63820029.83,-1.08E-08,4933048.877,4437679.953,0,29763416.24,10526589.65,201656433.2,73211399.03,74429180.97,0,-8.68E-09,5.40E-09,0,3550143.962,2196218129,773229611.1,8297429.493,433447.8093,0,4706004.787,0,247684.4625,453964339,-4.05E-08,0,-5.65E-12,-5.40E-09,-2.16E-08,5.40E-09,-5.79E-09,0,0,4.05E-08,4.32E-08,101117181.8,2.16E-08,-1.62E-08,-2.16E-08,0,0,0,-1.08E-08,-1.08E-08,0,1.35E-09,-3.62E-10,0,0,0,-1.45E-09,5385589031,0,4.34E-09,0,0,1217781.94,350886.3218,61921.11562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[11132]],20640.37187,639851.528,0,41280.74374,61921.11562,0,61921.11562,227044.0906,4169355.118,474728.5531,2.71E-09,745365109,185763.3468,20640.37187,0,63820029.83,-1.08E-08,4933048.877,4437679.953,0,29763416.24,10526589.65,201656433.2,73211399.03,74429180.97,0,-8.68E-09,5.40E-09,0,3550143.962,2196218129,773229611.1,8297429.493,433447.8093,0,4706004.787,0,247684.4625,453964339,-4.05E-08,0,-5.65E-12,-5.40E-09,-2.16E-08,5.40E-09,-5.79E-09,0,0,4.05E-08,4.32E-08,101117181.8,2.16E-08,-1.62E-08,-2.16E-08,0,0,0,-1.08E-08,-1.08E-08,0,1.35E-09,-3.62E-10,0,0,0,-1.45E-09,5385589031,0,4.34E-09,0,0,1217781.94,350886.3218,61921.11562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[111320]],20640.37187,639851.528,0,41280.74374,61921.11562,0,61921.11562,227044.0906,4169355.118,474728.5531,2.71E-09,745365109,185763.3468,20640.37187,0,63820029.83,-1.08E-08,4933048.877,4437679.953,0,29763416.24,10526589.65,201656433.2,73211399.03,74429180.97,0,-8.68E-09,5.40E-09,0,3550143.962,2196218129,773229611.1,8297429.493,433447.8093,0,4706004.787,0,247684.4625,453964339,-4.05E-08,0,-5.65E-12,-5.40E-09,-2.16E-08,5.40E-09,-5.79E-09,0,0,4.05E-08,4.32E-08,101117181.8,2.16E-08,-1.62E-08,-2.16E-08,0,0,0,-1.08E-08,-1.08E-08,0,1.35E-09,-3.62E-10,0,0,0,-1.45E-09,5385589031,0,4.34E-09,0,0,1217781.94,350886.3218,61921.11562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
